,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
570,St. Martin's,0,Allison Brennan,1250105277,0,2017-03-26,MAKE THEM PAY,1,3
571,Avon,0,Jeaniene Frost,0062075853,0,2017-03-19,INTO THE FIRE,1,3
572,Morrow,0,Faye Kellerman,0062425250,0,2017-03-19,BONE BOX,1,2
573,Mira,0,Susan Mallery,146039643X,0,2017-03-19,A MILLION LITTLE THINGS,1,4
574,EverAfter Romance,0,Tijan,None,0,2017-03-19,COLE,1,1
575,Kensington,0,Joanne Fluke,1617732214,0,2017-03-19,BANANA CREAM PIE MURDER,1,4
576,Valkyrie,0,Kresley Cole,0997215186,0,2017-03-19,SHADOW'S SEDUCTION,1,2
577,Avon,0,Lisa Kleypas,0062371908,0,2017-03-12,DEVIL IN SPRING,1,3
578,Del Rey,0,Chuck Wendig,1101966963,0,2017-03-12,AFTERMATH:: EMPIRE'S END,1,3
579,Mira,0,Pam Jenoff,0778319814,0,2017-03-12,THE ORPHAN'S TALE,1,3
580,Waterhouse Press,0,Helen Hardt,None,0,2017-03-05,BURN,1,1
581,Berkley,0,Mark Greaney,0698406850,0,2017-03-05,GUNMETAL GRAY,1,2
582,Jove,0,Mary Balogh,0698411390,0,2017-02-26,SOMEONE TO HOLD,1,3
583,Dial,0,Sophie Kinsella,0812998278,0,2017-02-26,MY NOT SO PERFECT LIFE,1,5
584,Avon,0,Eloisa James,0062389467,0,2017-02-19,SEVEN MINUTES IN HEAVEN,1,4
585,Golden Unicorn Enterprises,0,J S Scott,1939962676,0,2017-02-19,BILLIONAIRE UNKNOWN,1,2
586,Berkley,0,Jodi Picoult,None,0,2017-02-19,PICTURE PERFECT,1,2
587,Avon,0,Lynsay Sands,0062273620,0,2017-02-19,FALLING FOR THE HIGHLANDER,1,4
588,Zebra,0,Kat Martin,1420139053,0,2017-02-19,INTO THE FIRESTORM,1,3
589,Berkley,0,Christine Feehan,None,0,2017-02-12,POWER GAME,1,2
590,genreCrave,0,Gwynn White and various authors,None,0,2017-02-12,DARK HUMANITY,1,2
591,Avon,0,Jill Shalvis,0062448072,0,2017-02-12,ACCIDENTALLY ON PURPOSE,1,3
592,Delacorte,0,Karen Marie Moning,0425284360,0,2017-02-05,FEVERSONG,1,1
593,EverAfter Romance,0,Vi Keeland,1942215568,0,2017-02-05,EGOMANIAC,1,1
594,Romig Works,0,Aleatha Romig,0996839445,0,2017-02-05,FIDELITY,1,1
595,Lauren Blakely,0,Lauren Blakely,None,0,2017-01-29,FULL PACKAGE,1,2
596,Dutton,0,Brad Taylor,None,0,2017-01-29,RING OF FIRE,1,3
597,Berkley,0,Karen White,None,0,2017-01-29,THE GUESTS ON SOUTH BATTERY,1,5
598,Ballantine,0,Kristin Hannah,0345459504,0,2017-01-22,DISTANT SHORES,1,2
599,Berkley,0,Catherine Anderson,0451488024,0,2017-01-22,MULBERRY MOON,1,2
600,Henry Holt,0,Ian McGuire,1627795952,0,2017-01-22,THE NORTH WATER,1,3
601,Zebra,0,Fern Michaels,None,0,2017-01-15,CRASH AND BURN,1,3
602,Waterhouse,0,Helen Hardt,None,0,2017-01-08,MELT,1,1
603,Morrow/HarperCollins,0,James Rollins,0062381709,0,2017-01-01,THE SEVENTH PLAGUE,1,3
604,Ballantine,0,J R Ward,0698193288,0,2016-12-25,BLOOD VOW,1,2
605,Knopf,0,Anne Rice,0385353790,0,2016-12-18,PRINCE LESTAT AND THE REALMS OF ATLANTIS,1,7
606,Harper,0,Bernard Cornwell,0062250825,0,2016-12-18,THE FLAME BEARER,1,3
607,Random House,0,Fannie Flagg,140006595X,0,2016-12-18,THE WHOLE TOWN'S TALKING,1,4
608,Del Rey,0,James Luceno,0345511492,0,2016-12-04,CATALYST,1,1
609,Simon & Schuster,0,Richard Paul Evans,1501119818,0,2016-12-04,THE MISTLETOE SECRET,1,3
610,St. Martin's,0,Jeffrey Archer,1466867515,0,2016-11-27,THIS WAS A MAN,1,4
611,Jove,0,Christine Feehan,None,0,2016-11-27,LEOPARD'S FURY,1,2
612,Signet,0,Mary Balogh,0451477790,0,2016-11-27,SOMEONE TO LOVE,1,3
613,Tor,0,David Weber,1429952113,0,2016-11-27,AT THE SIGN OF TRIUMPH,1,5
614,Avon Impulse,0,Jill Shalvis,006246356X,0,2016-11-27,ONE SNOWY NIGHT,1,3
615,Berkley,0,Nalini Singh,None,0,2016-11-20,ARCHANGEL'S HEART,1,2
616,BAAE,0,Corinne Michaels,1942834209,0,2016-11-20,SAY YOU WANT ME,1,4
617,Morrow/HarperCollins,0,Allison Brennan,1250105102,0,2016-11-20,THE LOST GIRLS,1,3
618,"Little, Brown",0,James Patterson and Jeffrey J Keyes,0316361534,0,2016-11-20,KILLER CHEF,1,2
619,Putnam,0,Stuart Woods,None,0,2016-11-13,"SEX, LIES  AND SERIOUS MONEY",1,5
620,Orbit,0,Brent Weeks,0316251313,0,2016-11-13,THE BLOOD MIRROR,1,3
621,Howard Books,0,Karen Kingsbury,1451687567,0,2016-11-13,A BAXTER FAMILY CHRISTMAS,1,4
622,DLZ Entertainment,0,Lexi Blake,1937608530,0,2016-11-13,SUBMISSION IS NOT ENOUGH,1,4
623,St. Martin's,0,Iris Johansen and Roy Johansen,1466887338,0,2016-11-13,NIGHT WATCH,1,2
624,Lauren Blakely,0,Lauren Blakely,None,0,2016-11-06,THE SEXY ONE,1,3
625,Emma Chase,0,Emma Chase,0997426225,0,2016-11-06,ROYALLY SCREWED,1,2
626,Berkley,0,Laurell K Hamilton,None,0,2016-10-30,CRIMSON DEATH,1,2
627,Pantheon,0,Alexander McCall Smith,1101871369,0,2016-10-30,PRECIOUS AND GRACE,1,3
628,Ballantine,0,Debbie Macomber,0553391747,0,2016-10-23,TWELVE DAYS OF CHRISTMAS,1,4
629,"Little, Brown",0,Elin Hilderbrand,0316261157,0,2016-10-23,WINTER STORMS,1,2
630,Putnam,0,WEB Griffin and William E Butterworth,None,0,2016-10-23,BROKEN TRUST,1,2
631,Waterhouse,0,Helen Hardt,None,0,2016-10-16,POSSESSION,1,1
632,Elle Kennedy,0,Elle Kennedy,None,0,2016-10-16,THE GOAL,1,2
633,HQN,0,RaeAnne Thayne,1459294947,0,2016-10-16,SNOWFALL ON HAVEN POINT,1,4
634,Mira,0,Heather Graham,1460395921,0,2016-10-16,DARKEST JOURNEY,1,2
635,Kensington,0,Joanne Fluke,161773229X,0,2016-10-16,CHRISTMAS CARAMEL MURDER,1,3
636,Mira,0,Ron Carr,1460395956,0,2016-10-16,THE LIFE SHE WANTS,1,4
637,Ace,0,Ilona Andrews,None,0,2016-10-09,MAGIC BINDS,1,2
638,Avon/HarperCollins,0,Lynsay Sands,0062316079,0,2016-10-09,IMMORTAL NIGHTS,1,2
639,Random House,0,Alan Bradley,0345539982,0,2016-10-09,THRICE THE BRINDED CAT HATH MEW'D,1,6
640,Putnam,0,Amy Tan,None,0,2016-10-09,THE BONESETTER'S DAUGHTER,1,3
641,Viking,0,Craig Johnson,None,0,2016-10-02,AN OBVIOUS FACT,1,3
642,Lauren Blakely,0,Lauren Blakely,None,0,2016-10-02,WELL HUNG,1,2
643,Putnam,0,Reed Farrel Coleman,None,0,2016-10-02,ROBERT B. PARKER'S DEBT TO PAY,1,6
644,Nan A. Talese/Doubleday,0,Ian McEwan,0385542070,0,2016-10-02,NUTSHELL,1,1
645,Morrow/HarperCollins,0,J A Jance,0062297732,0,2016-09-25,DOWNFALL,1,1
646,Berkley,0,Clare Mackintosh,None,0,2016-09-25,I LET YOU GO,1,4
647,BookShots,0,James Patterson with Max DiLallo,0316361526,0,2016-09-25,113 MINUTES,1,2
648,"Farrar, Straus & Giroux",0,Jonathan Safran Foer,0374280029,0,2016-09-25,HERE I AM,1,3
649,HQN,0,Linda Lael Miller,1460394135,0,2016-09-18,ALWAYS A COWBOY,1,3
650,Zebra,0,Fern Michaels,1420140647,0,2016-09-18,FAST AND LOOSE,1,3
651,Avon,0,Sarah MacLean,0062379445,0,2016-09-18,A SCOT IN THE DARK,1,5
652,Simon & Schuster,0,James Lee Burke,1501107488,0,2016-09-18,THE JEALOUS KIND,1,3
653,HarperCollins,0,Susan Elizabeth Phillips,0062405632,0,2016-09-11,FIRST STAR I SEE TONIGHT,1,5
654,Ballantine,0,Kristin Hannah,0345459520,0,2016-09-11,SUMMER ISLAND,1,2
655,Avon,0,Maya Banks,0062410172,0,2016-09-11,WITH EVERY BREATH,1,3
656,St. Martin's,0,Lisa Scottoline,1250099633,0,2016-09-04,DAMAGED,1,1
657,Jamie McGuire,0,Jamie McGuire,None,0,2016-09-04,A BEAUTIFUL FUNERAL,1,3
658,Blue Bolt,0,Jasmine Walt and Rebecca Hamilton,None,0,2016-09-04,SHADOW BORN,1,2
659,Penelope Ward,0,Penelope Ward,1942215479,0,2016-09-04,NEIGHBOR DEAREST,1,2
660,Touchstone,0,Philippa Gregory,1476758751,0,2016-08-28,"THREE SISTERS, THREE QUEENS",1,4
661,Witness Impulse,0,J A Jance,0062499041,0,2016-08-28,RANDOM ACTS,1,2
662,Morrow/HarperCollins,0,Kristen Pro,0062434780,0,2016-08-28,CLOSE TO YOU,1,3
663,Putnam,0,Stuart Woods and Parnell Hall,None,0,2016-08-21,SMOOTH OPERATOR,1,2
664,Berkley,0,Christine Feehan,None,0,2016-08-21,DARK CAROUSEL,1,2
665,BookShots,0,James Patterson with Michael Ledwidge,031636164X,0,2016-08-21,CHASE,1,1
666,St. Martin's,0,Sherrilyn Kenyon,1250092418,0,2016-08-21,DRAGONMARK,1,1
667,Jove,0,Jayne Castle,None,0,2016-08-14,ILLUSION TOWN,1,2
668,HQN,0,Marie Force,1459294920,0,2016-08-14,FATAL IDENTITY,1,2
669,Mira,0,Ron Carr,1460346769,0,2016-08-14,THE HOUSE ON OLIVE STREET,1,5
670,Mira,0,Heather Graham,1460395646,0,2016-08-14,DEADLY FATE,1,2
671,Dutton,0,Linda Fairstein,None,0,2016-08-14,KILLER LOOK,1,2
672,New American Library,0,J R Ward,None,0,2016-08-14,THE ANGELS' SHARE,1,3
673,St. Martin's,0,Iris Johansen,1466887214,0,2016-08-07,NIGHT AND DAY,1,3
674,Waterhouse,0,Helen Hardt,None,0,2016-08-07,OBSESSION,1,1
675,Grand Central,0,Nicholas Sparks,0759527881,0,2016-07-31,THE GUARDIAN,1,2
676,Minotaur,0,Linda Castillo,1466867272,0,2016-07-31,AMONG THE WICKED,1,3
677,HQN,0,Susan Mallery,1460394356,0,2016-07-31,DAUGHTERS OF THE BRIDE,1,4
678,Kendall Ryan,0,Kendall Ryan,None,0,2016-07-24,HITCHED,1,1
679,BookShots,0,James Patterson and Emily Raymond,0316276405,0,2016-07-24,LITTLE BLACK DRESS,1,3
680,Jove,0,Christine Feehan,None,0,2016-07-17,SHADOW RIDER,1,2
681,Bantam,0,Janet Evanovich and Lee Goldberg,0553392786,0,2016-07-10,THE PURSUIT,1,2
682,Putnam,0,Stuart Woods,None,0,2016-06-26,DISHONORABLE INTENTIONS,1,2
683,Grand Central,0,Brad Meltzer and Tod Goldberg,1455559504,0,2016-06-26,THE HOUSE OF SECRETS,1,4
684,Random House,0,Alan Furst,081299650X,0,2016-06-19,A HERO OF FRANCE,1,4
685,Zebra,0,Kat Martin,1420139037,0,2016-06-19,INTO THE WHIRLWIND,1,3
686,Mira,0,Heather Graham,1459294149,0,2016-06-12,HAUNTED DESTINY,1,2
687,Aurora Rose Reynolds,0,Aurora Rose Reynolds,None,0,2016-06-12,UNTIL JUNE,1,2
688,Pocket Books,0,Laura Griffin,1476779287,0,2016-06-12,DEEP DARK,1,2
689,Grand Central,0,Douglas Preston and Lincoln Child,145552588X,0,2016-06-05,BEYOND THE ICE LIMIT,1,4
690,Denise Grover Swank,0,Denise Grover Swank,1939996392,0,2016-06-05,THIRTY-SIX AND A HALF MOTIVES,1,5
691,Berkley,0,Jane Green,None,0,2016-06-05,THE BEACH HOUSE,1,3
692,Viking,0,Craig Johnson,None,0,2016-06-05,THE HIGHWAYMAN,1,2
693,Morrow,0,Linda Howard,0062419005,0,2016-05-29,TROUBLEMAKER,1,1
694,Mira,0,Debbie Macomber,1459254821,0,2016-05-29,16 LIGHTHOUSE ROAD,1,3
695,Del Rey,0,Claudia Gray,0345511360,0,2016-05-22,STAR WARS: BLOODLINE,1,3
696,Signet,0,Mary Balogh,0698411323,0,2016-05-22,ONLY BELOVED,1,2
697,Putnam,0,Ace Atkins,None,0,2016-05-22,ROBERT B. PARKER'S SLOW BURN,1,5
698,Berkley,0,Maya Banks,None,0,2016-05-22,DOMINATED,1,1
699,Jove,0,Christine Feehan,0698197755,0,2016-05-15,FIRE BOUND,1,2
700,HQN,0,Susan Mallery,1459293894,0,2016-05-15,BEST OF MY LOVE,1,4
701,St. Martin's Press,0,Iris Johansen,1466887206,0,2016-05-15,HIDE AWAY,1,2
702,Berkley,0,Marie Force,None,0,2016-05-15,AIN'T SHE SWEET,1,3
703,Kristen Ashley,0,Kristen Ashley,None,0,2016-05-08,BOUNTY,1,1
704,Jove,0,Nora Roberts,None,0,2016-05-08,JEWELS OF THE SUN,1,4
705,St. Martin's Griffin,0,Kylie Scott,1250083273,0,2016-05-08,DIRTY,1,1
706,Morrow/HarperCollins,0,Gilly Macmillan,None,0,2016-05-08,WHAT SHE KNEW,1,3
707,Berkley,0,Amanda Quick,069819361X,0,2016-05-08,'TIL DEATH DO US PART,1,5
708,St. Martin's,0,Lisa Scottoline,1250088127,0,2016-05-01,MOST WANTED,1,2
709,Oak Press,0,Bella Andre,1938127897,0,2016-05-01,NOW THAT I'VE FOUND YOU,1,5
710,Valkyrie Press,0,Kresley Cole,0997215100,0,2016-05-01,THE PLAYER,1,2
711,Morrow/HarperCollins,0,Kristen Pro,0062434772,0,2016-05-01,LISTEN TO ME,1,3
712,New American Library,0,J R Ward,None,0,2016-04-24,THE BEAST,1,2
713,Dell,0,Diana Gabaldon,1101882522,0,2016-04-24,VIRGINS,1,1
714,Morrow/HarperCollins,0,Bryan Reardon,0062339532,0,2016-04-24,FINDING JAKE,1,2
715,Harlequin,0,Ron Carr,1459292472,0,2016-04-24,WHAT WE FIND,1,3
716,Harper/HarperCollins,0,Jacqueline Winspear,0062220624,0,2016-04-17,JOURNEY TO MUNICH,1,3
717,HQN,0,Linda Lael Miller,1459292529,0,2016-04-17,ONCE A RANCHER,1,3
718,Grand Central,0,Jill Shalvis,145558679X,0,2016-04-17,NOBODY BUT YOU,1,3
719,HarperCollins,0,Lisa Scottoline,0061797766,0,2016-04-17,DADDY'S GIRL,1,2
720,Tijan,0,Tijan,None,0,2016-04-17,LOGAN KADE,1,2
721,Howard Books,0,Karen Kingsbury,1451687540,0,2016-04-17,A BRUSH OF WINGS,1,4
722,Random House,0,Helen Simonson,0679644644,0,2016-04-10,THE SUMMER BEFORE THE WAR,1,5
723,Grand Central,0,Nicholas Sparks,0759507910,0,2016-04-10,THE WEDDING,1,2
724,Berkley,0,Christine Feehan,None,0,2016-04-03,DARK PROMISES,1,2
725,InterMix,0,Nora Roberts,None,0,2016-04-03,PLAYING THE ODDS,1,3
726,Loveswept,0,Sawyer Bennett,1101968109,0,2016-04-03,HAWKE,1,1
727,Putnam,0,Randy Wayne White,039917351X,0,2016-04-03,DEEP BLUE,1,2
728,Harper,0,Anne Hillerman,0062270532,0,2016-03-27,ROCK WITH WINGS,1,3
729,Atlantic Monthly,0,Donna Leon,0802190316,0,2016-03-27,THE WATERS OF ETERNAL YOUTH,1,5
730,Touchstone,0,J A Jance,1501110764,0,2016-03-27,CLAWBACK,1,1
731,Roc,0,Anne Bishop,0698190424,0,2016-03-27,MARKED IN FLESH,1,3
732,Touchstone,0,Kathleen Grissom,1439160120,0,2016-03-20,THE KITCHEN HOUSE,1,3
733,Scribner,0,Colm Toibin,1501106473,0,2016-03-20,BROOKLYN,1,1
734,Avon,0,Lynsay Sands,0062316052,0,2016-03-13,RUNAWAY VAMPIRE,1,2
735,Ballantine,0,Tess Gerritsen,0345549635,0,2016-03-13,GIRL MISSING,1,2
736,Kensington,0,Joanne Fluke,1617732176,0,2016-03-13,WEDDING CAKE MURDER,1,3
737,HQN,0,Lori Foster,1459292413,0,2016-03-13,FIGHTING DIRTY,1,2
738,Jove,0,Nora Roberts,None,0,2016-03-06,THE NEXT ALWAYS,1,3
739,Metal Blonde,0,Karina Halle,None,0,2016-03-06,THE LIE,1,2
740,Del Rey,0,Pierce Brown,0345539850,0,2016-02-28,MORNING STAR,1,2
741,Putnam,0,Alex Berenson,None,0,2016-02-28,THE WOLVES,1,2
742,Vintage,0,P D James,0307758982,0,2016-02-28,A TASTE FOR DEATH,1,4
743,Gallery Books,0,Christina Lauren,1476777993,0,2016-02-21,WICKED SEXY LIAR,1,3
744,Jove,0,Christine Feehan,None,0,2016-02-14,SPIDER GAME,1,2
745,Tor/Tom Doherty,0,Brandon Sanderson,146686267X,0,2016-02-14,THE BANDS OF MOURNING,1,4
746,Avon,0,Eloisa James,0062389440,0,2016-02-14,MY AMERICAN DUCHESS,1,3
747,Del Rey,0,Kevin Hearne,0345548523,0,2016-02-14,STAKED,1,1
748,Simon & Schuster,0,Sandra Brown,1416563229,0,2016-02-14,TOUGH CUSTOMER,1,2
749,Delacorte,0,Karen Marie Moning,0440339820,0,2016-02-07,FEVERBORN,1,1
750,Harper,0,Bernard Cornwell,0062250965,0,2016-02-07,WARRIORS OF THE STORM,1,4
751,Elle Kennedy,0,Elle Kennedy,None,0,2016-01-31,THE SCORE,1,2
752,Kristen Ashley,0,Kristen Ashley,None,0,2016-01-31,SEBRING,1,1
753,Dutton,0,Tami Hoag,0698190831,0,2016-01-31,THE BITTER SEASON,1,3
754,Morrow/HarperCollins,0,Jay Crownover,006238595X,0,2016-01-24,BUILT,1,1
755,Kensington,0,Fern Michaels,None,0,2016-01-17,POINT BLANK,1,2
756,Dutton,0,Brad Taylor,0698404149,0,2016-01-17,THE FORGOTTEN SOLDIER,1,3
757,HQN,0,Kristan Higgins,1460391896,0,2016-01-17,ANYTHING FOR YOU,1,3
758,Morrow/HarperCollins,0,James Rollins,0062381636,0,2016-01-03,THE BONE LABYRINTH,1,3
759,Berkley,0,Jayne Ann Krentz,None,0,2015-12-27,SECRET SISTERS,1,2
760,Signet,0,J R Ward,None,0,2015-12-20,BLOOD KISS,1,2
761,Jove,0,Christine Feehan,None,0,2015-12-13,WILD CAT,1,2
762,Kendall Ryan,0,Kendall Ryan,None,0,2015-12-06,MONSTER PRICK,1,2
763,Simon & Schuster,0,Richard Paul Evans,1501119796,0,2015-12-06,THE MISTLETOE INN,1,3
764,Morrow/HarperCollins,0,Kim van Alkemade,0062338315,0,2015-12-06,ORPHAN #8,1,2
765,Atria,0,Colleen Hoover,1501110357,0,2015-11-29,9-Nov,1,1
766,Berkley,0,Joanna Wylde,None,0,2015-11-29,REAPER'S FALL,1,2
767,Simon & Schuster,0,John Irving,1451664168,0,2015-11-22,AVENUE OF MYSTERIES,1,3
768,Crown Archetype,0,Gillian Flynn,080418898X,0,2015-11-22,THE GROWNUP,1,2
769,Berkley,0,Marie Force,None,0,2015-11-22,IT'S ONLY LOVE,1,3
770,Viking,0,Elizabeth George,None,0,2015-11-15,A BANQUET OF CONSEQUENCES,1,4
771,Forever,0,Kristen Ashley,1455533246,0,2015-11-15,WALK THROUGH FIRE,1,3
772,Berkley,0,Maya Banks,None,0,2015-11-15,DARKEST BEFORE DAWN,1,3
773,Avon,0,Lisa Kleypas,None,0,2015-11-15,COLD-HEARTED RAKE,1,2
774,Pantheon,0,Alexander McCall Smith,None,0,2015-11-15,THE WOMAN WHO WALKED IN SUNSHINE,1,6
775,St. Martin's,0,Lisa Scottoline,1250027942,0,2015-11-15,CORRUPTED,1,1
776,Atria,0,Kate Morton,1451649371,0,2015-11-08,THE LAKE HOUSE,1,3
777,Harper Perennial/HarperCollins,0,Joseph Fink and Jeffrey Cranor,0062351427,0,2015-11-08,WELCOME TO NIGHT VALE,1,4
778,Tijan,0,Tijan,None,0,2015-11-08,KIAN,1,1
779,Putnam,0,Stuart Woods,None,0,2015-11-01,FOREIGN AFFAIRS,1,2
780,Knopf,0,Garth Risk Hallberg,0385353774,0,2015-11-01,CITY ON FIRE,1,3
781,Tor/Tom Doherty,0,David Weber,142994983X,0,2015-11-01,HELL'S FOUNDATIONS QUIVER,1,3
782,Tor/Tom Doherty,0,Brandon Sanderson,1466862661,0,2015-10-25,SHADOWS OF SELF,1,3
783,Ballantine,0,Debbie Macomber,0553391704,0,2015-10-25,DASHING THROUGH THE SNOW,1,4
784,Putnam,0,John Sandford and Ctein,0698411676,0,2015-10-25,SATURN RUN,1,2
785,ROC,0,Jim Butcher,0698138007,0,2015-10-18,THE AERONAUT'S WINDLASS,1,3
786,Jove,0,J D Robb and others,None,0,2015-10-18,DOWN THE RABBIT HOLE,1,4
787,Avon,0,Lynsay Sands,None,0,2015-10-18,ABOUT A VAMPIRE,1,3
788,St. Martin's,0,Iris Johansen,None,0,2015-10-18,SHADOW PLAY,1,2
789,Mira,0,Heather Graham,None,0,2015-10-18,THE HIDDEN,1,2
790,Ballantine,0,Kristin Hannah,0307756963,0,2015-10-11,ANGEL FALLS,1,2
791,Ballantine,0,Debbie Macomber,None,0,2015-10-11,THE WAY TO A MAN'S HEART,1,6
792,Kingswell,0,Richard Castle,1484720342,0,2015-10-11,RAGING HEAT,1,2
793,Forever,0,Meredith Wild,1455591742,0,2015-10-04,HARD LOVE,1,2
794,Carina,0,Marie Force,142689998X,0,2015-10-04,FATAL FRENZY,1,2
795,Morrow/HarperCollins,0,J A Jance,0062297686,0,2015-09-27,DANCE OF THE BONES,1,4
796,Putnam,0,Reed Farrel Coleman,None,0,2015-09-27,ROBERT B. PARKER'S THE DEVIL WINS,1,6
797,Putnam,0,Clive Cussler and Russell Blake,0698192095,0,2015-09-20,THE SOLOMON CURSE,1,3
798,Berkley,0,Christine Feehan,None,0,2015-09-20,DARK GHOST,1,2
799,Signet,0,Mary Balogh,0698156102,0,2015-09-20,ONLY A KISS,1,3
800,Minotaur,0,Louise Penny,1250022096,0,2015-09-13,THE NATURE OF THE BEAST,1,5
801,Touchstone,0,Philippa Gregory,1476758824,0,2015-09-13,THE TAMING OF THE QUEEN,1,5
802,JMC Creations,0,JS Cooper,1940218403,0,2015-09-06,FOUR WEEK FIANCÌä,1,3
803,HTJB,0,Marie Force,1942295332,0,2015-09-06,LOVE AFTER DARK,1,3
804,HarperCollins,0,Michael Crichton,006175272X,0,2015-08-30,STATE OF FEAR,1,3
805,Dutton/Penguin Publishing Group,0,Linda Fairstein,None,0,2015-08-30,DEVIL'S BRIDGE,1,2
806,Ace,0,Ilona Andrews,None,0,2015-08-23,MAGIC SHIFTS,1,2
807,St. Martin's,0,Sherrilyn Kenyon,1250029953,0,2015-08-23,DRAGONBANE,1,1
808,Jove,0,"Christine Feehan, Maggie Shayne and Lori Herter",None,0,2015-08-23,EDGE OF DARKNESS,1,3
809,Putnam,0,W E B Griffin and William E Butterworth IV,None,0,2015-08-23,DEADLY ASSETS,1,2
810,Harlequin,0,Susan Mallery,1460384016,0,2015-08-16,THRILL ME,1,2
811,Jove,0,Jayne Castle,None,0,2015-08-16,SIREN'S CALL,1,2
812,Minotaur,0,C J Box,146688150X,0,2015-08-16,BADLANDS,1,1
813,Zebra/Mulholland,0,Lisa Jackson,1420136062,0,2015-08-16,NEVER DIE ALONE,1,3
814,NAL,0,JR Ward,None,0,2015-08-16,THE BOURBON KINGS,1,3
815,Bantam,0,Kathy Reichs,0345544056,0,2015-08-09,SPEAKING IN BONES,1,3
816,Crown,0,Ernest Cline,0804137250,0,2015-08-02,ARMADA,1,1
817,Jove,0,Christine Feehan,None,0,2015-07-26,EARTH BOUND,1,2
818,Forever,0,Kristen Ashley,None,0,2015-07-19,RIDE STEADY,1,2
819,Dutton,0,Brad Taylor,None,0,2015-07-19,THE INSIDER THREAT,1,3
820,HQN,0,Susan Mallery,None,0,2015-07-19,KISS ME,1,2
821,Zebra,0,Fern Michaels,1420135953,0,2015-07-19,IN PLAIN SIGHT,1,3
822,Bantam,0,Janet Evanovich and Phoef Sutton,0553392727,0,2015-07-12,WICKED CHARMS,1,2
823,Avon,0,Maya Banks,0062312510,0,2015-07-12,SAFE AT LAST,1,3
824,Ballantine,0,Jude Deveraux,0345541863,0,2015-07-12,EVER AFTER,1,2
825,Berkley,0,Laurell K Hamilton,0698140303,0,2015-06-28,DEAD ICE,1,2
826,Signet,0,Mary Balogh,None,0,2015-06-28,ONLY A PROMISE,1,3
827,Denise Grover Swank,0,Denise Grover Swank,1939996236,0,2015-06-28,THE SUBSTITUTE,1,2
828,Dutton,0,Joseph Finder,069819084X,0,2015-06-28,THE FIXER,1,2
829,Signet,0,K Bromberg,None,0,2015-06-21,SWEET ACHE,1,2
830,Berkley,0,Nalini Singh,None,0,2015-06-21,SHARDS OF HOPE,1,3
831,Mira,0,Stephanie Laurens,0992278988,0,2015-06-14,A MATCH FOR MARCUS CYNSTER,1,5
832,Harlequin,0,Linda Lael Miller,1460381807,0,2015-06-14,THE MARRIAGE SEASON,1,3
833,Sydney Landon,0,Sydney Landon,None,0,2015-06-14,MENDED,1,1
834,Atria Books,0,Lisa Jewell,1476703019,0,2015-06-14,THE HOUSE WE GREW UP IN,1,6
835,Zebra,0,Kat Martin,None,0,2015-06-14,AGAINST THE TIDE,1,3
836,Doubleday,0,Lincoln Child,0385531419,0,2015-05-31,THE FORGOTTEN ROOM,1,3
837,Viking,0,Craig Johnson,0698157516,0,2015-05-31,DRY BONES,1,2
838,Grand Central,0,Jeffery Deaver,145551716X,0,2015-05-31,SOLITUDE CREEK,1,2
839,Hoover Ink,0,Colleen Hoover and Tarryn Fisher,None,0,2015-05-31,NEVER NEVER,1,2
840,Jove,0,Christine Feehan,None,0,2015-05-24,CAT'S LAIR,1,2
841,Atria,0,John Lescroart,None,0,2015-05-24,THE FALL,1,2
842,HQN,0,Susan Mallery,None,0,2015-05-17,HOLD ME,1,2
843,St. Martin's,0,Iris Johansen,1250020077,0,2015-05-17,YOUR NEXT BREATH,1,3
844,Elle Kennedy,0,Elle Kennedy,None,0,2015-05-17,THE MISTAKE,1,2
845,Denise Grover Swank,0,Denise Grover Swank,1939996260,0,2015-05-17,THIRTY-FOUR AND A HALF PREDICAMENTS,1,5
846,Rerum Industries,0,R L Mathewson,0988573237,0,2015-05-17,DOUBLE DARE,1,2
847,Putnam,0,Amanda Quick,1101621044,0,2015-05-10,GARDEN OF LIES,1,3
848,Morrow/HarperCollins,0,Jay Crownover,0062333089,0,2015-05-10,ASA,1,1
849,InterMix,0,Penelope Douglas,None,0,2015-05-10,AFLAME,1,1
850,Simon & Schuster,0,Christina Lauren,1476778019,0,2015-05-03,BEAUTIFUL SECRET,1,2
851,Aurora Rose Reynolds,0,Aurora Rose Reynolds,None,0,2015-05-03,UNTIL JULY,1,2
852,Ballantine,0,Jude Deveraux,None,0,2015-05-03,TRUE LOVE,1,2
853,Jove,0,Kay Hooper,None,0,2015-04-26,A DEADLY WEB,1,3
854,Atria,0,Abbi Glines,1476776105,0,2015-04-26,WHEN I'M GONE,1,3
855,Atlantic Monthly,0,Donna Leon,0802191835,0,2015-04-26,FALLING IN LOVE,1,3
856,Oak Press,0,Bella Andre,1938127595,0,2015-04-26,ALL I EVER NEED IS YOU,1,6
857,Berkley,0,Jill Shalvis,None,0,2015-04-26,STILL THE ONE,1,3
858,Berkley,0,Joanna Wylde,None,0,2015-04-26,SILVER BASTARD,1,2
859,New American Library,0,J R Ward,None,0,2015-04-19,THE SHADOWS,1,2
860,Minotaur,0,Steve Berry,1466862602,0,2015-04-19,THE PATRIOT THREAT,1,3
